entity,label,index
BA,B-MISC,549
BA,B-MISC,549
Di,B-MISC,550
The,I-MISC,550
##ometer,I-MISC,550
D,B-MISC,550
La,B-ORG,551
Indigenous,B-MISC,552
Northern,B-LOC,552
Territory,I-LOC,552
Australian,B-MISC,552
Indigenous,B-MISC,552
V,B-MISC,552
L,B-ORG,553
##GA,I-ORG,553
MD,B-MISC,554
M,B-ORG,555
##FI,I-ORG,555
CC,B-MISC,555
P,B-ORG,556
Me,B-ORG,556
##S,I-ORG,556
##H,I-ORG,556
P,B-ORG,556
I,B-MISC,558
Cal,B-MISC,559
##mett,I-MISC,559
##e,I-MISC,559
G,B-MISC,559
##rin,I-MISC,559
A,B-MISC,559
BC,B-MISC,559
BC,B-MISC,559
AS,B-MISC,560
##D,I-MISC,560
N,B-ORG,562
##SC,I-ORG,562
##LC,I-ORG,562
Asian,B-MISC,565
D,B-MISC,565
Caucasian,B-MISC,565
N,B-MISC,565
I,B-MISC,565
L,B-ORG,567
Czech,B-LOC,570
Republic,I-LOC,570
Czech,B-LOC,570
Republic,I-LOC,570
Eastern,B-LOC,570
Europe,I-LOC,570
Western,B-MISC,570
European,I-MISC,570
Ta,B-MISC,571
I,B-ORG,572
##OE,I-ORG,572
R,B-ORG,572
##IO,I-ORG,572
##E,I-ORG,572
S,B-ORG,572
##IO,I-ORG,572
##E,I-ORG,572
AI,B-MISC,573
AI,B-MISC,573
P,B-ORG,574
##F,B-ORG,574
SD,B-MISC,576
SD,B-MISC,576
##S,I-MISC,576
SD,B-MISC,576
SD,B-MISC,576
Eastern,B-LOC,577
Europe,I-LOC,577
Western,B-MISC,577
Belarus,B-LOC,577
Eastern,B-MISC,577
European,I-MISC,577
B,B-MISC,580
##I,I-MISC,580
RA,B-MISC,580
##DS,I-MISC,580
MS,B-MISC,581
San,B-LOC,585
Francisco,I-LOC,585
CA,B-LOC,585
B,B-LOC,585
##urs,B-LOC,585
##a,B-LOC,585
Turkey,B-LOC,585
B,B-LOC,585
##urs,B-LOC,585
##a,I-LOC,585
Turkey,B-LOC,585
San,B-LOC,585
Francisco,I-LOC,585
Euro,B-ORG,586
##SC,I-ORG,586
##OR,I-ORG,586
##E,I-ORG,586
I,B-LOC,586
##CU,I-LOC,586
Euro,B-ORG,586
##SC,I-ORG,586
##OR,I-ORG,586
##E,I-ORG,586
I,B-LOC,586
##CU,I-LOC,586
Euro,B-ORG,586
##SC,I-ORG,586
##OR,I-ORG,586
##E,I-ORG,586
I,B-LOC,586
##CU,I-LOC,586
Euro,B-ORG,586
##SC,I-ORG,586
##OR,I-ORG,586
##E,I-ORG,586
I,B-LOC,586
##CU,I-LOC,586
CC,B-ORG,587
Uganda,B-LOC,588
Ka,B-MISC,589
##ssa,B-MISC,589
##m,I-MISC,589
MC,B-ORG,589
Ho,B-PER,592
##g,B-PER,592
##kin,B-PER,592
W,B-PER,592
##ald,I-PER,592
##eyer,I-PER,592
WR,B-MISC,592
R,B-MISC,592
HIV,B-MISC,593
HIV,B-MISC,593
Down,B-MISC,595
Down,B-MISC,595
Down,B-MISC,595
My,B-MISC,596
##H,I-MISC,596
Re,I-MISC,596
T,B-MISC,599
T,B-MISC,600
Pa,B-MISC,601
Pa,B-MISC,601
South,B-MISC,602
Caribbean,B-LOC,602
European,B-MISC,602
FF,B-MISC,602
B,B-ORG,602
##IA,I-ORG,602
FF,B-ORG,602
FM,B-ORG,602
C,I-MISC,603
SSR,B-MISC,603
##I,I-MISC,603
P,B-MISC,603
##EG,I-MISC,603
CH,B-MISC,603
I,B-MISC,605
I,B-MISC,605
I,B-MISC,605
Chinese,B-MISC,606
D,B-MISC,606
T,B-PER,607
##hi,B-PER,607
##erry,B-PER,607
O,B-MISC,607
N,B-ORG,608
F,B-MISC,608
F,B-MISC,608
AM,B-MISC,610
AM,B-MISC,610
AM,B-MISC,610
DS,B-MISC,611
Lac,B-MISC,612
##to,I-MISC,612
##ba,I-MISC,612
MR,B-ORG,612
La,B-MISC,614
##os,I-MISC,614
M,B-MISC,615
Belgium,B-LOC,616
OR,B-LOC,618
Graduate,B-ORG,618
Medical,I-ORG,618
Education,I-ORG,618
US,B-MISC,620
US,B-MISC,620
US,B-MISC,620
Be,B-ORG,621
##ha,I-ORG,621
Change,I-ORG,621
Wheel,I-ORG,621
Cry,B-MISC,622
##pt,I-MISC,622
##oc,I-MISC,622
##cus,I-MISC,622
D,B-MISC,623
P,B-MISC,623
OS,B-MISC,623
E,B-ORG,625
##D,I-ORG,625
E,B-ORG,625
##D,I-ORG,625
MD,B-MISC,627
##E,I-MISC,627
MD,B-MISC,627
##E,I-MISC,627
Mu,B-LOC,628
##rcia,B-LOC,628
Region,I-LOC,628
Guadalajara,B-LOC,629
Spain,B-LOC,629
Public,B-ORG,629
Health,I-ORG,629
Centers,I-ORG,629
Sino,B-MISC,630
MR,B-MISC,632
MR,B-MISC,632
D,B-MISC,634
post,B-MISC,634
RF,B-MISC,634
D,B-MISC,634
SS,B-MISC,634
D,B-MISC,634
D,B-MISC,634
SS,B-MISC,634
L,B-MISC,636
Thor,B-ORG,637
##aco,I-ORG,637
Thor,B-ORG,637
##aco,I-ORG,637
##sco,I-ORG,637
Thor,B-MISC,637
##aco,I-MISC,637
Law,B-ORG,638
##ton,I-ORG,638
I,I-ORG,638
##AD,I-ORG,638
##L,I-ORG,638
I,B-ORG,638
O,B-MISC,639
##CD,B-MISC,639
LA,B-ORG,640
LA,B-ORG,640
B,B-MISC,641
BP,B-MISC,641
BP,B-MISC,641
Food,B-MISC,642
Dude,I-MISC,642
##s,I-MISC,642
Food,B-MISC,642
Dude,I-MISC,642
##s,I-MISC,642
B,B-MISC,649
BP,B-MISC,649
SC,B-MISC,649
O,B-MISC,650
##CD,I-MISC,650
O,B-MISC,650
##CD,I-MISC,650
O,B-MISC,650
CO,B-MISC,651
Non,B-MISC,652
ST,B-MISC,652
N,B-MISC,652
South,B-LOC,652
Africa,I-LOC,652
N,B-MISC,652
Western,B-LOC,652
Cape,I-LOC,652
South,B-LOC,652
Africa,I-LOC,652
V,B-MISC,653
HD,B-MISC,654
C,I-MISC,655
E,I-MISC,655
Vita,B-MISC,655
C,I-MISC,655
E,I-MISC,655
E,I-MISC,655
C,I-MISC,655
C,I-MISC,655
E,I-MISC,655
A,B-MISC,656
A,B-MISC,656
A,B-MISC,656
A,B-MISC,656
A,B-MISC,656
SK,B-ORG,658
N,B-MISC,660
##T,I-MISC,660
SD,B-MISC,660
L,B-MISC,660
R,B-MISC,660
N,B-MISC,660
##T,I-MISC,660
SD,B-MISC,660
Forrest,B-MISC,661
Forrest,B-MISC,661
Forrest,B-MISC,661
L,B-MISC,662
BS,I-MISC,662
##E,I-MISC,662
BS,B-MISC,662
##E,I-MISC,662
CH,B-MISC,662
R,B-MISC,662
H,B-MISC,664
VA,B-LOC,664
VA,B-ORG,664
Ghana,B-LOC,665
NH,B-ORG,665
##IS,I-ORG,665
Ghana,B-LOC,665
CT,B-MISC,666
E,B-MISC,667
E,B-MISC,667
OS,B-MISC,667
AI,B-MISC,667
SR,B-MISC,667
##A,I-MISC,667
AI,B-MISC,667
SR,B-MISC,667
Scotland,B-LOC,668
HIV,B-MISC,669
HIV,B-MISC,669
B,B-MISC,670
##NS,B-MISC,670
Bruce,B-PER,671
Bruce,B-PER,671
Bruce,B-PER,671
Bruce,B-PER,671
B,B-MISC,671
H,B-ORG,672
O,I-ORG,672
H,B-ORG,672
O,I-ORG,672
PD,B-MISC,673
PD,B-MISC,673
L,B-ORG,676
MI,B-MISC,676
ST,B-MISC,676
MI,B-MISC,676
P,B-ORG,679
##HS,I-ORG,679
Z,B-MISC,683
HIV,B-MISC,684
European,B-MISC,685
U,B-ORG,685
B,B-ORG,686
##NP,I-ORG,686
B,B-MISC,686
##NP,I-ORG,686
A,B-ORG,686
##HF,I-ORG,686
ER,B-ORG,686
N,B-ORG,687
CA,B-ORG,688
##OS,I-ORG,688
T,B-MISC,688
R,B-ORG,689
##EN,B-ORG,689
##AL,I-ORG,689
PA,B-ORG,689
##D,I-ORG,689
##U,I-ORG,689
##A,I-ORG,689
PA,B-ORG,689
##D,I-ORG,689
##U,I-ORG,689
##A,I-ORG,689
I,B-ORG,689
##OC,I-ORG,689
I,B-ORG,689
##OC,I-ORG,689
F,B-MISC,691
C,B-MISC,695
I,B-LOC,695
##CU,I-LOC,695
R,B-MISC,695
I,B-LOC,695
##CU,I-LOC,695
CBC,B-ORG,696
##L,I-ORG,696
CBC,B-MISC,696
##L,I-MISC,696
Korean,B-MISC,697
Ke,B-ORG,698
##ola,I-ORG,698
MR,B-MISC,699
OH,B-ORG,700
OH,B-ORG,700
##CA,I-ORG,700
WC,B-ORG,702
CD,B-ORG,702
##OL,I-ORG,702
##D,I-ORG,702
WC,B-ORG,702
CD,B-ORG,702
##OL,I-ORG,702
##D,I-ORG,702
WC,B-ORG,702
Thai,B-MISC,703
Thai,B-MISC,703
H,B-ORG,703
Thai,B-MISC,703
AD,B-MISC,707
AD,B-MISC,707
S,B-ORG,709
##B,B-ORG,709
##D,I-ORG,709
HIV,B-MISC,711
MS,B-MISC,711
Li,B-LOC,713
##bre,I-LOC,713
##ville,I-LOC,713
Li,B-LOC,713
##bre,I-LOC,713
##ville,I-LOC,713
G,B-MISC,713
##loss,I-MISC,713
##ina,I-MISC,713
##CD,B-MISC,714
D,B-MISC,714
##CD,B-MISC,714
Duke,B-PER,715
AR,B-MISC,717
AR,B-MISC,717
Canadian,B-MISC,719
Canadian,B-MISC,719
E,B-MISC,720
E,B-MISC,720
OR,B-ORG,720
OR,B-LOC,720
AC,B-MISC,722
AC,B-MISC,722
ST,B-MISC,722
AC,B-MISC,722
MD,B-MISC,724
P,I-MISC,724
MD,B-MISC,724
##S,I-MISC,724
P,I-MISC,724
MD,B-MISC,724
##S,I-MISC,724
P,I-MISC,724
Vol,B-MISC,725
Tu,B-ORG,725
Vol,B-MISC,725
Di,B-MISC,725
Vol,B-MISC,725
He,B-PER,727
##ob,I-ORG,727
##act,I-ORG,727
F,B-MISC,727
He,B-MISC,728
H,B-MISC,728
S,B-ORG,730
##p,I-ORG,730
##A,I-ORG,730
C,B-PER,730
##hn,B-PER,730
S,B-ORG,730
CD,B-MISC,731
CD,B-MISC,731
N,B-MISC,732
Bradford,B-ORG,733
Hill,I-MISC,733
JP,B-MISC,736
##EG,I-MISC,736
UC,B-ORG,737
HP,B-MISC,738
SS,B-MISC,738
USA,B-LOC,739
CC,B-MISC,740
CD,B-MISC,740
D,B-MISC,741
St,B-MISC,742
St,B-MISC,742
P,B-MISC,744
##E,I-MISC,744
E,B-MISC,745
E,B-MISC,746
##oth,I-MISC,746
MR,B-MISC,747
MR,B-MISC,747
MR,B-MISC,747
Da,B-MISC,751
##c,I-ORG,751
##ron,I-MISC,751
An,I-MISC,751
##cure,I-MISC,751
AAA,B-MISC,752
Ex,B-MISC,752
An,B-MISC,752
SP,B-MISC,760
BP,B-MISC,760
Chinese,B-MISC,761
Chinese,B-MISC,761
Chinese,B-MISC,761
of,I-MISC,763
Life,I-MISC,763
He,B-MISC,764
H,B-MISC,764
H,B-MISC,764
AB,B-MISC,767
CA,B-MISC,770
CA,B-MISC,770
H,B-MISC,771
H,B-MISC,771
H,B-MISC,771
H,B-MISC,771
H,B-MISC,771
Pi,B-MISC,772
##ma,I-MISC,772
Indians,I-MISC,772
He,B-MISC,773
California,B-LOC,778
California,B-LOC,778
Lea,B-ORG,778
##pf,I-ORG,778
##rog,I-ORG,778
Ki,B-MISC,782
Ki,B-MISC,782
H,B-MISC,782
HP,B-MISC,782
##V,I-MISC,782
16,I-MISC,782
AN,B-ORG,785
##A,I-ORG,785
CC,B-ORG,785
P,B-ORG,785
##H,I-ORG,785
##EN,I-ORG,785
##OM,I-ORG,785
##EN,I-ORG,785
GP,B-MISC,785
I,B-MISC,786
PM,B-MISC,788
CT,B-MISC,790
US,B-LOC,790
A,B-MISC,796
A,B-MISC,796
A,B-MISC,796
A,B-MISC,796
A,B-MISC,796
South,B-LOC,797
Africa,I-LOC,797
HIV,B-MISC,797
HIV,B-MISC,797
He,B-PER,798
##act,I-PER,798
H,B-PER,798
African,B-MISC,799
American,I-MISC,799
African,B-MISC,799
American,I-MISC,799
H,B-MISC,800
H,B-MISC,800
H,B-MISC,800
SS,B-MISC,801
SS,B-MISC,801
CD,B-ORG,801
##C,I-ORG,801
SS,B-MISC,801
CD,B-ORG,801
##C,I-ORG,801
SS,B-MISC,801
SS,B-MISC,801
MS,B-MISC,803
MS,B-MISC,803
Internet,B-MISC,804
Australians,B-MISC,807
OS,B-ORG,808
##CC,I-ORG,808
HP,B-MISC,808
OS,B-ORG,808
##CC,I-ORG,808
Alex,B-MISC,809
OS,B-MISC,810
ID,B-MISC,811
ID,B-MISC,811
Will,I-PER,813
GB,B-MISC,813
MB,B-MISC,814
Alzheimer,B-MISC,815
AD,B-MISC,815
MR,B-MISC,817
C,B-ORG,817
Dutch,B-MISC,818
ER,B-MISC,820
##CP,I-MISC,820
ER,B-MISC,820
O,B-ORG,821
##PC,I-ORG,821
##AB,I-ORG,821
V,B-ORG,822
Mid,B-MISC,823
-,I-MISC,823
Michigan,I-MISC,823
GA,B-MISC,823
von,B-PER,824
Will,I-PER,824
##eb,I-PER,824
F,B-MISC,824
F,B-MISC,824
F,B-MISC,824
F,B-MISC,824
D,B-MISC,824
F,B-MISC,825
##RE,B-MISC,825
BP,B-MISC,825
DB,B-MISC,825
HIV,B-MISC,827
HIV,B-MISC,827
K,B-LOC,827
##wa,B-LOC,827
##Z,I-LOC,827
##ulu,I-LOC,827
-,I-LOC,827
Natal,I-LOC,827
HIV,B-MISC,827
HIV,B-MISC,827
G,B-MISC,828
##lain,I-MISC,828
Barr,I-PER,828
##é,I-MISC,828
GB,B-MISC,828
Italian,B-MISC,829
Italian,B-MISC,829
N,B-MISC,830
##eu,B-MISC,830
##tro,B-MISC,830
Fe,B-MISC,830
MP,B-MISC,832
I,B-MISC,832
MP,B-MISC,832
Din,B-MISC,834
U,B-MISC,834
B,B-PER,835
##nt,B-PER,835
T,B-MISC,838
T,B-MISC,838
T,B-MISC,840
Turkish,B-MISC,840
T,B-MISC,840
α,I-MISC,840
Caucasian,B-MISC,840
CO,B-MISC,840
T,B-MISC,840
α,I-MISC,840
BA,B-MISC,841
C,B-MISC,841
C,B-MISC,841
BA,B-MISC,841
CT,B-MISC,842
USA,B-LOC,844
Euro,B-MISC,847
##SC,I-MISC,847
##OR,I-MISC,847
##E,I-MISC,847
II,I-MISC,847
Euro,B-MISC,847
##SC,I-MISC,847
##OR,I-MISC,847
##E,I-MISC,847
Euro,B-MISC,847
##SC,I-MISC,847
##OR,I-MISC,847
##E,I-MISC,847
II,I-MISC,847
L,B-MISC,848
G,B-MISC,849
##DM,I-MISC,849
P,B-MISC,850
P,B-MISC,850
P,B-MISC,850
Italian,B-MISC,851
National,B-ORG,852
Consumer,I-ORG,852
Product,I-ORG,852
Safety,I-ORG,852
Commission,I-ORG,852
French,B-MISC,852
L,B-ORG,853
##EE,I-ORG,853
F,B-ORG,855
B,B-MISC,856
B,B-MISC,856
B,I-MISC,856
AC,B-MISC,858
##L,I-MISC,858
C,I-MISC,859
##te,I-MISC,859
Liga,I-MISC,859
AC,B-MISC,859
MR,B-MISC,859
Cy,B-ORG,861
C,B-MISC,861
AK,B-MISC,861
Me,B-PER,861
Cy,B-ORG,861
England,B-LOC,863
England,B-LOC,863
MR,B-MISC,864
CT,B-MISC,864
AS,B-MISC,864
##A,I-MISC,864
CS,B-ORG,864
CS,B-ORG,864
##A,I-ORG,864
SE,B-ORG,864
SE,B-MISC,864
CS,B-MISC,864
CS,B-ORG,864
AS,B-MISC,864
##A,I-MISC,864
End,B-MISC,866
End,B-MISC,866
OR,B-MISC,867
E,B-MISC,867
P,B-MISC,867
ABC,B-ORG,867
AC,B-ORG,867
N,B-MISC,868
E,B-MISC,870
E,B-MISC,870
U,B-MISC,871
AP,B-MISC,871
HIV,B-MISC,872
AIDS,I-MISC,872
Mal,B-MISC,872
##aga,I-MISC,872
##sy,I-MISC,872
HIV,B-MISC,872
AIDS,I-MISC,872
World,B-ORG,873
Health,I-ORG,873
Organization,I-ORG,873
T,B-MISC,874
T,B-MISC,874
RC,B-ORG,875
##RI,I-ORG,875
RC,B-ORG,875
##RI,I-ORG,875
AC,B-MISC,876
##L,I-ORG,876
##L,I-MISC,876
Parisian,B-MISC,879
Spanish,B-MISC,879
PM,B-PER,880
PM,B-MISC,880
CBS,B-ORG,881
AD,B-MISC,881
CP,B-MISC,882
Pan,B-MISC,882
EU,B-MISC,882
CP,B-MISC,882
I,B-ORG,883
##AS,I-ORG,883
##P,I-ORG,883
HIV,B-MISC,884
HIV,B-MISC,884
CE,B-MISC,885
3D,I-MISC,885
Dutch,B-MISC,886
PA,B-ORG,887
PA,B-ORG,887
PA,B-ORG,887
PA,B-ORG,887
PA,B-ORG,887
PA,B-ORG,887
AA,B-ORG,888
##DA,I-ORG,888
AA,B-ORG,888
##DA,I-ORG,888
F,B-ORG,888
AA,B-ORG,888
De,B-LOC,888
AA,B-ORG,888
##DA,I-MISC,888
PS,B-ORG,889
CO,B-MISC,891
I,B-MISC,891
HD,B-MISC,891
CO,B-MISC,891
CO,B-MISC,891
D,B-MISC,891
CD,B-MISC,894
L,B-ORG,894
L,B-ORG,894
L,B-ORG,894
I,B-MISC,895
##RE,I-MISC,895
CT,B-MISC,895
HIV,B-MISC,896
1,I-MISC,896
E,I-MISC,899
E,I-MISC,899
MR,B-ORG,899
##SA,I-ORG,899
P,B-MISC,900
Y,B-MISC,901
Y,B-MISC,901
CT,B-MISC,902
I,B-MISC,902
##30,I-MISC,902
non,B-MISC,903
IV,B-MISC,903
##C,I-MISC,903
IV,B-MISC,903
##C,I-MISC,903
non,B-MISC,903
IV,B-MISC,903
IV,B-MISC,903
##C,I-MISC,903
O,B-ORG,905
U,B-ORG,906
I,B-MISC,906
##G,I-MISC,906
##F,I-MISC,906
V,B-ORG,906
ER,B-MISC,906
I,B-MISC,908
VC,B-MISC,908
E,B-MISC,908
I,B-MISC,908
VC,B-MISC,908
I,B-MISC,908
##CA,I-MISC,908
VC,B-MISC,908
I,B-MISC,908
VC,B-MISC,908
N,B-ORG,909
##R,I-ORG,909
##MP,I-ORG,909
United,B-MISC,909
States,I-MISC,909
Medical,I-MISC,909
Li,I-MISC,909
##cens,I-MISC,909
##ing,I-MISC,909
Examination,I-MISC,909
1,I-MISC,909
AC,B-MISC,910
AC,B-MISC,910
MR,B-MISC,911
MR,B-MISC,911
National,B-ORG,913
Health,I-MISC,913
Insurance,I-MISC,913
Scheme,I-MISC,913
Ghana,B-LOC,913
Ka,B-LOC,913
##ssen,I-LOC,913
##a,I-LOC,913
Nan,B-LOC,913
##kan,I-LOC,913
##a,I-LOC,913
NH,B-ORG,913
##IS,I-ORG,913
C,B-ORG,914
MS,B-MISC,915
SC,B-MISC,916
AM,B-MISC,918
AM,B-MISC,918
AM,B-MISC,918
AM,B-MISC,918
AM,B-MISC,918
CT,B-MISC,918
HD,B-MISC,920
AD,B-MISC,920
American,B-ORG,921
College,I-ORG,921
of,I-ORG,921
R,I-ORG,921
##he,I-ORG,921
##uma,I-ORG,921
##tology,I-ORG,921
RA,B-MISC,921
AC,B-MISC,921
I,B-ORG,922
##CI,I-ORG,922
RS,I-ORG,922
O,B-MISC,922
O,B-MISC,922
I,B-ORG,922
##CI,I-ORG,922
##RS,I-ORG,922
G,B-MISC,925
##DM,I-MISC,925
CB,B-MISC,926
Cap,B-MISC,927
AD,B-MISC,929
##MA,I-MISC,929
AD,B-MISC,929
##MA,I-MISC,929
SM,B-MISC,930
O,B-ORG,932
C,B-ORG,933
##MO,I-ORG,933
Western,B-LOC,934
Europe,I-LOC,934
NH,B-ORG,934
##IS,I-ORG,934
EC,B-ORG,934
##HP,I-ORG,934
E,B-MISC,934
IS,B-MISC,935
IS,B-MISC,935
MD,B-MISC,936
MS,B-MISC,936
Hi,B-PER,938
##rsch,I-PER,938
##sp,I-PER,938
##rung,I-ORG,938
HD,B-MISC,938
CA,B-ORG,938
##PS,I-ORG,938
AP,B-ORG,938
##SO,I-ORG,938
##N,I-ORG,938
E,B-MISC,940
E,B-MISC,940
E,B-MISC,940
BC,B-LOC,942
Ross,B-PER,946
I,B-ORG,947
L,B-MISC,949
SV,B-MISC,949
P,B-MISC,950
B,I-MISC,953
Germany,B-LOC,953
B,I-MISC,953
St,B-LOC,954
John,I-LOC,954
',I-LOC,954
s,I-LOC,954
S,B-MISC,954
UV,B-MISC,954
##A,I-MISC,954
UV,B-MISC,954
##A,I-MISC,954
##1,I-MISC,954
IV,B-MISC,955
##C,I-MISC,955
IV,B-MISC,955
SL,B-MISC,956
Do,B-MISC,959
Hell,B-PER,959
Do,B-MISC,959
Hell,B-PER,959
Do,B-MISC,959
Car,B-MISC,961
##pent,I-ORG,961
##ier,I-MISC,961
Edwards,B-ORG,961
P,I-ORG,961
##ER,I-ORG,961
##IM,I-ORG,961
Ma,I-MISC,961
##gna,I-MISC,961
Car,B-MISC,961
##pent,I-MISC,961
##ier,I-MISC,961
Edwards,B-ORG,961
P,I-ORG,961
##ER,I-ORG,961
##IM,I-ORG,961
Ma,I-ORG,961
##gna,I-MISC,961
Car,B-MISC,961
##pent,I-MISC,961
##ier,I-MISC,961
Edwards,B-ORG,961
P,I-MISC,961
##ER,I-ORG,961
##IM,I-ORG,961
##T,I-MISC,961
Ma,I-MISC,961
##gna,I-MISC,961
Car,B-MISC,961
##pent,I-MISC,961
##ier,I-MISC,961
Edwards,B-ORG,961
P,I-MISC,961
##ER,I-ORG,961
##IM,I-MISC,961
##T,I-MISC,961
Edwards,B-MISC,961
P,I-MISC,961
##rima,I-MISC,961
Plus,I-MISC,961
CA,B-MISC,962
CA,B-MISC,962
T,B-MISC,963
T,B-MISC,963
T,B-MISC,963
O,B-ORG,964
O,B-ORG,964
O,B-ORG,964
Do,B-MISC,965
He,B-MISC,967
H,B-MISC,967
MR,B-MISC,968
EU,B-MISC,968
MR,B-MISC,968
PS,B-ORG,971
##A,I-ORG,971
PS,B-MISC,971
##A,I-MISC,971
PS,B-ORG,971
##A,I-MISC,971
PS,B-MISC,971
##A,I-MISC,971
C,I-MISC,973
Asia,B-LOC,974
Pacific,I-LOC,974
CH,B-MISC,974
Victoria,B-LOC,976
Health,B-ORG,976
Services,I-ORG,976
France,B-LOC,977
Canada,B-LOC,977
P,B-ORG,979
AS,B-MISC,980
##D,I-MISC,980
AS,B-MISC,980
##D,I-MISC,980
II,I-MISC,980
AS,B-MISC,980
##D,I-MISC,980
IV,B-MISC,982
BR,B-MISC,983
AR,B-MISC,983
P,B-ORG,984
SAS,B-MISC,985
AM,B-MISC,985
AP,B-MISC,986
FA,B-MISC,986
Beck,B-PER,986
##with,I-MISC,986
W,B-MISC,986
##emann,I-MISC,986
B,B-MISC,986
W,B-PER,986
FA,B-MISC,986
AP,B-ORG,986
##C,I-ORG,986
V,B-MISC,988
V,B-MISC,988
BR,B-MISC,991
##CA,I-MISC,991
BR,B-MISC,991
##CA,I-MISC,991
BR,B-MISC,991
##CA,I-MISC,991
SL,B-MISC,995
E,B-MISC,999
##ino,I-MISC,999
We,B-PER,999
##gene,I-PER,999
##r,I-ORG,999
MR,B-MISC,1002
P,B-MISC,1002
D,B-MISC,1002
D,B-MISC,1002
BS,B-MISC,1005
##E,I-MISC,1005
I,B-ORG,1006
##MA,I-ORG,1006
A,B-ORG,1006
##O,I-MISC,1006
SA,B-ORG,1006
RA,B-ORG,1006
I,B-ORG,1007
##CU,I-ORG,1007
United,B-LOC,1008
States,I-LOC,1008
E,B-MISC,1011
GA,B-MISC,1011
Danish,B-MISC,1012
Danish,B-MISC,1012
Danish,B-MISC,1012
Danish,B-MISC,1012
Danish,B-MISC,1012
Danish,B-MISC,1012
E,B-MISC,1013
E,B-MISC,1013
E,B-MISC,1013
E,B-MISC,1013
E,B-MISC,1013
Spanish,B-MISC,1015
AG,B-MISC,1015
In,I-MISC,1015
Spanish,B-MISC,1015
Spanish,B-MISC,1015
Allen,B-PER,1016
RA,B-MISC,1016
RA,B-MISC,1020
RA,B-MISC,1020
FDA,B-ORG,1020
AC,B-ORG,1020
##R,I-ORG,1020
EU,B-ORG,1020
##LA,I-ORG,1020
##R,I-ORG,1020
N,B-MISC,1023
African,B-MISC,1023
N,B-MISC,1023
Ghana,B-LOC,1023
South,B-LOC,1023
Africa,I-LOC,1023
F,B-MISC,1023
##S,B-MISC,1023
##GS,B-MISC,1023
Nigeria,B-LOC,1023
N,B-MISC,1023
African,B-MISC,1023
N,B-MISC,1023
F,B-MISC,1023
L,B-MISC,1024
##RT,I-MISC,1024
L,B-MISC,1024
Guinea,B-LOC,1025
B,B-LOC,1025
##issa,B-LOC,1025
##u,I-LOC,1025
Botswana,B-LOC,1026
HIV,B-MISC,1026
Francis,B-LOC,1026
##town,I-LOC,1026
HIV,B-MISC,1026
ST,B-MISC,1026
Botswana,B-LOC,1026
HIV,B-MISC,1026
T,B-MISC,1027
C,B-PER,1029
##ro,I-PER,1029
##hn,I-PER,1029
C,B-PER,1030
##hn,I-PER,1030
A,B-MISC,1033
##cc,I-MISC,1033
##T,I-ORG,1033
##ou,I-MISC,1033
##ch,I-ORG,1033
ER,B-ORG,1034
##CP,I-ORG,1034
L,B-MISC,1035
BC,B-MISC,1035
L,B-MISC,1035
BC,B-MISC,1035
CA,B-MISC,1037
HD,B-MISC,1037
HD,B-MISC,1037
Turkish,B-MISC,1038
MS,B-MISC,1038
CH,B-MISC,1038
L,B-MISC,1038
MS,B-MISC,1038
CH,B-MISC,1038
MS,B-MISC,1038
MS,B-MISC,1039
DD,B-MISC,1039
MP,B-MISC,1039
E,B-MISC,1039
2D,I-MISC,1039
E,B-MISC,1039
MS,B-MISC,1039
E,B-MISC,1039
A,B-MISC,1039
A,B-MISC,1039
E,B-MISC,1039
MS,B-MISC,1039
Ce,B-MISC,1042
CT,B-MISC,1043
CF,B-ORG,1044
Chinese,B-MISC,1047
WC,B-ORG,1047
B,B-MISC,1047
Chinese,B-MISC,1047
WC,B-ORG,1047
B,B-MISC,1047
Chinese,B-MISC,1047
C,B-MISC,1047
End,B-ORG,1048
T,B-MISC,1053
Latin,B-MISC,1056
Latin,B-MISC,1056
CO,B-ORG,1058
R,B-MISC,1060
PS,B-MISC,1060
##A,I-MISC,1060
PS,B-MISC,1060
##AD,I-MISC,1060
P,B-PER,1061
##ey,I-PER,1061
C,I-MISC,1065
N,B-ORG,1065
NME,B-ORG,1065
NME,B-ORG,1065
MC,B-ORG,1066
SAT,B-ORG,1066
F,B-ORG,1066
##P,I-ORG,1066
MC,B-ORG,1066
MC,B-ORG,1066
SAT,B-ORG,1066
AN,B-ORG,1067
AN,B-MISC,1067
##one,I-MISC,1068
N,B-MISC,1069
N,B-MISC,1069
G,B-ORG,1071
##IN,I-ORG,1071
##A,I-ORG,1071
T,B-MISC,1072
PD,B-MISC,1073
O,B-ORG,1074
##PC,I-ORG,1074
##AB,I-ORG,1074
CA,B-ORG,1074
##B,I-ORG,1074
E,B-MISC,1075
E,B-MISC,1075
E,B-MISC,1075
H,B-MISC,1076
##LA,B-MISC,1076
##DM,I-MISC,1076
PT,B-MISC,1076
##DM,I-MISC,1076
PT,B-MISC,1076
##DM,I-MISC,1076
##LA,B-MISC,1076
##LA,B-MISC,1076
H,B-MISC,1076
##LA,B-MISC,1076
DR,I-MISC,1076
A2,I-MISC,1076
Val,B-ORG,1077
##gan,I-MISC,1077
##ci,I-ORG,1077
##c,I-ORG,1077
##lov,I-ORG,1077
C,B-MISC,1077
Tell,B-MISC,1078
##er,I-MISC,1078
A,I-MISC,1078
